6.931190827536744173e-310	6.931190827536744173e-310
0	0.5148091016
0	-1.0925968407
0	-1.0925968407
0	-1.0925968407
0	-1.0925968407
0	-1.0925968407
0	-1.0925968407
0	-1.0925968407
0	-1.0925968407
0	-1.0925968407
0	-1.1806965476
0	-1.1806965476
0	-1.2105194552
0	-1.2105194552
0	-1.2105194552
0	-1.2105194552
0	-1.2105194552
0	-1.2105194552
0	-1.2105194552
0	-1.2105194552
0	-1.2105194552
0	-1.2105194552
0	-1.2105194552
0	-1.4982616055
0	-1.4982616055
0	-1.4982616055
0	-1.4982616055
0	-1.4982616055
1	0.3140047897
1	0.0954769667
1	-0.9448832404
1	-0.9448832404
1	-0.9448832404
1	-0.9448832404
1	-0.9448832404
1	-0.9448832404
1	-1.0048881714
1	-1.2635095092
1	-1.2635095092
1	-1.2635095092
1	-1.2635095092
1	-1.3813265558
1	-1.3813265558
1	-1.3813265558
1	-1.3813265558
1	-1.4443481708
1	-1.4456157637
1	-1.4571786053
1	-1.6278482101
1	-1.6278482101
1	-1.6278482101
1	-1.7732445694
1	-1.7732445694
1	-1.7732445694
1	-1.8302001811
1	-1.8302001811
2	-1.3707252375
2	-1.3707252375
2	-1.3707252375
2	-1.3707252375
2	-1.3707252375
2	-1.3707252375
2	-1.3707252375
2	-1.3707252375
2	-1.3707252375
2	-1.6951976242
2	-1.6951976242
2	-1.6951976242
2	-1.7199632265
2	-1.7199632265
2	-1.7583788222
2	-1.7583788222
2	-1.7583788222
2	-1.7583788222
2	-1.7583788222
2	-1.7618306155
2	-1.7618306155
2	-1.7618306155
2	-1.7618306155
2	-1.7618306155
2	-1.7618306155
2	-1.7755774074
3	-1.7755774074
4	-1.7755774074
3	1.1759174469
3	-0.7938893257
3	-0.7938893257
3	-0.7938893257
3	-0.7938893257
3	-1.1250481083
3	-1.1250481083
3	-1.1250481083
3	-1.1250481083
3	-1.1384942613
3	-1.1656977233
3	-1.1705220551
3	-1.1705220551
3	-1.527361372
3	-1.527361372
3	-1.527361372
3	-1.5493826067
3	-1.5493826067
3	-1.6582803944
3	-1.8559238828
3	-1.8559238828
3	-1.8559238828
3	-1.8559238828
3	-1.8559238828
3	-1.8559238828
3	-1.8559238828
3	-1.8559238828
3	-1.8559238828
4	0.5641745163
4	0.0662343135
4	0.0662343135
4	0.0662343135
4	0.0662343135
4	-0.6214564363
4	-0.6214564363
4	-0.6214564363
4	-0.6214564363
4	-0.6214564363
4	-0.8914323596
4	-0.8914323596
4	-0.8914323596
4	-1.0071287003
4	-1.5375773443
4	-1.5375773443
4	-1.8505016283
4	-1.8505016283
4	-1.8505016283
4	-1.8505016283
4	-1.8505016283
4	-1.8505016283
4	-1.8505016283
4	-1.8505016283
4	-1.8505016283
4	-1.8505016283
4	-1.8505016283
4	-1.8505016283
